,Year,Area,Students,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Proficient,Campus,KB,CT,QL,SL,PS,Date Taken
193,19,4,24.0,10.0,12.0,6.0,21.0,12.0,10.0,18.0,8.0,0.0,11.0,12.25,11.0,18.0,14.333333333333334,2019.5
194,19,4,30.0,17.0,18.0,12.0,29.0,17.0,13.0,20.0,13.0,1.0,17.5,17.75,15.0,20.0,19.666666666666668,2019.5
195,19,4,11.0,7.0,9.0,4.0,10.0,9.0,4.0,6.0,6.0,1.0,8.0,6.75,6.5,6.0,7.666666666666667,2019.5
196,19,4,27.0,18.0,10.0,14.0,23.0,18.0,19.0,21.0,16.0,2.0,14.0,18.5,18.5,21.0,20.0,2019.5
197,19,4,13.0,9.0,4.0,4.0,7.0,8.0,5.0,3.0,3.0,2.0,6.5,6.0,6.5,3.0,6.666666666666667,2019.5
198,19,4,9.0,9.0,6.0,4.0,8.0,6.0,8.0,8.0,8.0,3.0,7.5,6.5,7.0,8.0,7.333333333333333,2019.5
229,19,4,29.0,17.0,16.0,14.0,27.0,16.0,16.0,17.0,13.0,0.0,16.5,18.25,16.0,17.0,19.666666666666668,2019.0
230,19,4,17.0,10.0,6.0,12.0,18.0,15.0,16.0,11.0,10.0,2.0,8.0,15.25,15.5,11.0,16.333333333333332,2019.0
231,19,4,31.0,23.0,24.0,20.0,29.0,18.0,18.0,21.0,19.0,1.0,23.5,21.25,18.0,21.0,21.666666666666668,2019.0
232,19,4,27.0,18.0,10.0,7.0,20.0,21.0,21.0,18.0,14.0,1.0,14.0,17.25,21.0,18.0,20.666666666666668,2019.0
233,19,4,20.0,16.0,11.0,13.0,17.0,15.0,13.0,18.0,12.0,2.0,13.5,14.5,14.0,18.0,15.0,2019.0
234,19,4,8.0,7.0,3.0,5.0,8.0,4.0,5.0,7.0,5.0,1.0,5.0,5.5,4.5,7.0,5.666666666666667,2019.0
235,19,4,12.0,12.0,9.0,11.0,12.0,8.0,10.0,11.0,11.0,1.0,10.5,10.25,9.0,11.0,10.0,2019.0
236,19,4,10.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,2.0,6.0,6.25,6.5,7.0,6.666666666666667,2019.0
263,18,4,20.0,13.0,13.0,6.0,20.0,16.0,13.0,13.0,10.0,0.0,13.0,13.75,14.5,13.0,16.333333333333332,2018.5
264,18,4,37.0,21.0,24.0,19.0,35.0,17.0,18.0,22.0,16.0,1.0,22.5,22.25,17.5,22.0,23.333333333333332,2018.5
265,18,4,18.0,16.0,4.0,4.0,16.0,15.0,15.0,12.0,10.0,1.0,10.0,12.5,15.0,12.0,15.333333333333334,2018.5
266,18,4,21.0,13.0,13.0,8.0,14.0,17.0,10.0,18.0,11.0,2.0,13.0,12.25,13.5,18.0,13.666666666666666,2018.5
267,18,4,16.0,10.0,6.0,4.0,11.0,5.0,10.0,6.0,8.0,2.0,8.0,7.5,7.5,6.0,8.666666666666666,2018.5
268,18,4,12.0,10.0,1.0,7.0,10.0,8.0,11.0,7.0,6.0,3.0,5.5,9.0,9.5,7.0,9.666666666666666,2018.5
32,23,5,31.0,28.0,19.0,15.0,23.0,13.0,23.0,13.0,14.0,0.0,23.5,18.5,17.0,13.0,18.5,2023.0
34,23,5,20.0,14.0,9.0,16.0,16.0,14.0,15.0,4.0,9.0,1.0,11.5,15.25,15.333333333333334,4.0,15.25,2023.0
35,23,5,11.0,10.0,9.0,8.0,10.0,8.0,10.0,6.0,9.0,1.0,9.5,9.0,8.666666666666666,6.0,9.0,2023.0
36,23,5,16.0,14.0,13.0,7.0,14.0,6.0,7.0,8.0,7.0,2.0,13.5,8.5,9.0,8.0,8.5,2023.0
37,23,5,14.0,11.0,9.0,6.0,13.0,10.0,5.0,10.0,5.0,2.0,10.0,8.5,9.666666666666666,10.0,8.5,2023.0
38,23,5,20.0,18.0,16.0,11.0,20.0,14.0,12.0,18.0,16.0,2.0,17.0,14.25,15.0,18.0,14.25,2023.0
39,23,5,4.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5,0.6666666666666666,0.0,0.5,2023.0
76,22,5,28.0,22.0,20.0,12.0,21.0,6.0,14.0,11.0,12.0,0.0,21.0,13.25,13.0,11.0,13.25,2022.5
77,22,5,7.0,7.0,5.0,4.0,6.0,2.0,4.0,4.0,4.0,0.0,6.0,4.0,4.0,4.0,4.0,2022.5
78,22,5,18.0,14.0,12.0,6.0,12.0,4.0,8.0,6.0,3.0,0.0,13.0,7.5,7.333333333333333,6.0,7.5,2022.5
79,22,5,18.0,16.0,15.0,10.0,17.0,12.0,9.0,8.0,10.0,1.0,15.5,12.0,13.0,8.0,12.0,2022.5
80,22,5,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.5,1.25,1.3333333333333333,0.0,1.25,2022.5
81,22,5,10.0,9.0,7.0,6.0,10.0,5.0,9.0,6.0,8.0,2.0,8.0,7.5,7.0,6.0,7.5,2022.5
82,22,5,10.0,10.0,8.0,5.0,10.0,8.0,8.0,5.0,8.0,2.0,9.0,7.75,7.666666666666667,5.0,7.75,2022.5
83,22,5,9.0,6.0,5.0,4.0,9.0,3.0,7.0,6.0,4.0,2.0,5.5,5.75,5.333333333333333,6.0,5.75,2022.5
84,22,5,9.0,9.0,7.0,2.0,9.0,3.0,8.0,4.0,4.0,2.0,8.0,5.5,4.666666666666667,4.0,5.5,2022.5
125,22,5,54.0,48.0,43.0,32.0,35.0,33.0,29.0,24.0,25.0,0.0,45.5,32.25,33.333333333333336,24.0,32.25,2022.0
126,22,5,11.0,10.0,9.0,4.0,8.0,5.0,8.0,5.0,7.0,0.0,9.5,6.25,5.666666666666667,5.0,6.25,2022.0
127,22,5,16.0,14.0,11.0,3.0,10.0,11.0,6.0,8.0,4.0,1.0,12.5,7.5,8.0,8.0,7.5,2022.0
128,22,5,5.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.5,3.25,3.0,5.0,3.25,2022.0
129,22,5,8.0,5.0,6.0,6.0,7.0,2.0,5.0,2.0,4.0,1.0,5.5,5.0,5.0,2.0,5.0,2022.0
131,22,5,12.0,10.0,10.0,4.0,11.0,3.0,12.0,7.0,10.0,2.0,10.0,7.5,6.0,7.0,7.5,2022.0
132,22,5,21.0,19.0,16.0,11.0,16.0,11.0,13.0,14.0,11.0,2.0,17.5,12.75,12.666666666666666,14.0,12.75,2022.0
133,22,5,12.0,12.0,10.0,5.0,12.0,5.0,9.0,5.0,7.0,2.0,11.0,7.75,7.333333333333333,5.0,7.75,2022.0
134,22,5,7.0,6.0,5.0,5.0,7.0,4.0,6.0,6.0,6.0,2.0,5.5,5.5,5.333333333333333,6.0,5.5,2022.0
167,21,5,62.0,47.0,41.0,21.0,42.0,25.0,38.0,31.0,23.0,0.0,44.0,31.5,29.333333333333332,31.0,31.5,2021.5
168,21,5,18.0,12.0,12.0,6.0,8.0,4.0,8.0,7.0,2.0,0.0,12.0,6.5,6.0,7.0,6.5,2021.5
170,21,5,19.0,12.0,12.0,10.0,12.0,3.0,10.0,7.0,5.0,1.0,12.0,8.75,8.333333333333334,7.0,8.75,2021.5
171,21,5,11.0,9.0,5.0,4.0,9.0,5.0,8.0,2.0,4.0,2.0,7.0,6.5,6.0,2.0,6.5,2021.5
172,21,5,6.0,5.0,5.0,4.0,6.0,2.0,5.0,3.0,3.0,2.0,5.0,4.25,4.0,3.0,4.25,2021.5
173,21,5,8.0,5.0,4.0,5.0,8.0,4.0,8.0,5.0,4.0,2.0,4.5,6.25,5.666666666666667,5.0,6.25,2021.5
174,21,5,12.0,10.0,11.0,8.0,11.0,6.0,11.0,4.0,9.0,2.0,10.5,9.0,8.333333333333334,4.0,9.0,2021.5
199,19,5,24.0,18.0,16.0,13.0,14.0,12.0,5.0,11.0,8.0,0.0,17.0,11.0,13.0,11.0,11.0,2019.5
200,19,5,30.0,25.0,24.0,11.0,21.0,13.0,12.0,8.0,10.0,1.0,24.5,14.25,15.0,8.0,14.25,2019.5
201,19,5,11.0,6.0,8.0,4.0,9.0,2.0,7.0,5.0,3.0,1.0,7.0,5.5,5.0,5.0,5.5,2019.5
202,19,5,27.0,19.0,14.0,12.0,15.0,13.0,9.0,13.0,11.0,2.0,16.5,12.25,13.333333333333334,13.0,12.25,2019.5
203,19,5,13.0,8.0,7.0,3.0,5.0,5.0,4.0,3.0,1.0,2.0,7.5,4.25,4.333333333333333,3.0,4.25,2019.5
204,19,5,9.0,7.0,8.0,5.0,9.0,6.0,6.0,7.0,7.0,3.0,7.5,6.5,6.666666666666667,7.0,6.5,2019.5
237,19,5,29.0,23.0,19.0,14.0,22.0,9.0,19.0,13.0,14.0,0.0,21.0,16.0,15.0,13.0,16.0,2019.0
238,19,5,17.0,14.0,10.0,13.0,10.0,9.0,14.0,12.0,9.0,2.0,12.0,11.5,10.666666666666666,12.0,11.5,2019.0
239,19,5,31.0,23.0,20.0,20.0,24.0,11.0,24.0,13.0,15.0,1.0,21.5,19.75,18.333333333333332,13.0,19.75,2019.0
240,19,5,27.0,22.0,14.0,21.0,21.0,18.0,21.0,6.0,15.0,1.0,18.0,20.25,20.0,6.0,20.25,2019.0
241,19,5,20.0,19.0,18.0,12.0,19.0,7.0,17.0,17.0,14.0,2.0,18.5,13.75,12.666666666666666,17.0,13.75,2019.0
242,19,5,8.0,8.0,6.0,2.0,8.0,1.0,2.0,4.0,3.0,1.0,7.0,3.25,3.6666666666666665,4.0,3.25,2019.0
243,19,5,12.0,12.0,8.0,8.0,10.0,3.0,6.0,8.0,5.0,1.0,10.0,6.75,7.0,8.0,6.75,2019.0
244,19,5,10.0,6.0,6.0,6.0,2.0,6.0,7.0,5.0,6.0,2.0,6.0,5.25,4.666666666666667,5.0,5.25,2019.0
269,18,5,20.0,16.0,14.0,7.0,16.0,7.0,13.0,9.0,8.0,0.0,15.0,10.75,10.0,9.0,10.75,2018.5
270,18,5,37.0,32.0,27.0,20.0,23.0,12.0,16.0,26.0,21.0,1.0,29.5,17.75,18.333333333333332,26.0,17.75,2018.5
271,18,5,18.0,14.0,7.0,8.0,15.0,9.0,10.0,5.0,7.0,1.0,10.5,10.5,10.666666666666666,5.0,10.5,2018.5
272,18,5,21.0,20.0,18.0,9.0,14.0,9.0,11.0,14.0,9.0,2.0,19.0,10.75,10.666666666666666,14.0,10.75,2018.5
273,18,5,16.0,10.0,8.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,9.0,2.75,2.6666666666666665,1.0,2.75,2018.5
274,18,5,12.0,11.0,11.0,3.0,10.0,3.0,9.0,8.0,6.0,3.0,11.0,6.25,5.333333333333333,8.0,6.25,2018.5
